위도,경도
37.2213139140,126.9549802951
37.2265399282,126.9506253701
37.2050885537,126.9956435346
37.2050885537,126.9956435346
37.2209627080,126.9472730904
37.2209627080,126.9472730904
37.2202260174,126.9458695377
37.2202260174,126.9458695377
37.2202260174,126.9458695377
37.2209178088,126.7434514230
37.1747950762,126.7739428890
37.1747950762,126.7739428890
37.1741629718,126.7678999156
37.1741629718,126.7678999156
37.1738953709,126.7698174511
37.1738953709,126.7698174511
37.1732475837,126.7700151787
37.1732475837,126.7700151787
37.1732475837,126.7700151787
37.1726414419,126.7681962022
37.1726414419,126.7681962022
37.1727421697,126.7655368655
37.1767020634,126.6833329529
37.2175709096,126.7821102929
37.2157815510,126.7994051904
37.2173263339,127.0437457231
37.2173263339,127.0437457231
37.2235737713,126.9908426095
37.2239287315,126.9473641655
37.2505115815,126.9247986275
37.2505839641,126.9248544569
37.2497957806,126.9240373132
37.1772372361,126.6669818795
37.1047313037,126.8488224483
37.1047313037,126.8488224483
37.1047313037,126.8488224483
37.2134598579,126.7331008803
37.2146423103,126.7319618648
37.2092655653,126.7285002297
37.2092655653,126.7285002297
37.2177028299,126.7354924471
37.0516029251,126.8091608624
37.0516029251,126.8091608624
37.0433652973,126.8156115128
37.2270841244,126.7268307905
37.2148183375,126.7285338520
37.2145301326,126.7285705980
37.2138176427,126.7285102306
37.2133203070,126.7296535915
37.2143119152,126.7296660499
37.2158180793,126.7311835418
37.2154783658,126.7302289894
37.2102942420,127.0341860338
37.2095263518,127.0360502836
37.2088447458,127.0346344650
37.2244541080,126.9943423075
37.2257928669,126.9933301364
37.2828198360,126.8151750386
37.0892610555,126.8258771093
37.0892610555,126.8258771093
37.0892610555,126.8258771093
37.1577934400,126.7049229172
37.1702228763,126.7691994846
37.1730532065,126.7034563908
37.1730532065,126.7034563908
37.1800026337,126.7101426010
37.1778312321,126.7075855302
37.1719990071,126.7008429214
37.0802278701,126.9457875633
37.1785320943,126.8899833494
37.1793130102,126.8858539659
37.1847177057,126.8696996704
37.1066095427,126.8728460180
37.2116683304,127.0040749163
37.2186273513,126.9977062114
37.1466045771,126.8395678759
37.2824130547,126.8134189481
37.2840793761,126.8178823143
37.2840793761,126.8178823143
37.2826588391,126.8185155718
37.2849927531,126.8168362174
37.2849927531,126.8168362174
37.2834728416,126.8158685295
37.2834728416,126.8158685295
37.2834728416,126.8158685295
37.2840188076,126.8151980164
37.2867209615,126.8086529608
37.2867209615,126.8086529608
37.2167537089,126.7295172425
37.2167537089,126.7295172425
37.2132280430,126.7238052705
37.0828292834,126.8187446941
37.0848752751,126.8171399539
37.2233204354,126.9541993682
37.2233204354,126.9541993682
37.2087816448,127.0369338846
37.2077870826,127.0361623581
37.2077870826,127.0361623581
37.2071735693,127.0360196093
37.2071735693,127.0360196093
37.2072998631,127.0383516320
37.2060363710,127.0356546825
37.1874088384,126.8843575647
37.2433172704,126.9511350055
37.2187469854,126.9961612595
37.2187469854,126.9961612595
37.1712122820,126.7703163595
37.1712122820,126.7703163595
37.1698134650,126.7700482144
37.0721426070,126.9497612220
37.0721426070,126.9497612220
37.0751032473,126.9604384957
37.0791208870,126.9539409849
37.0806075045,126.9460098143
37.0830036260,126.9437309122
37.0830036260,126.9437309122
37.2871251776,126.8084123549
37.2097083080,127.0117963491
37.2097083080,127.0117963491
37.2160675614,127.0399099434
37.2160675614,127.0399099434
37.2150669574,127.0375829846
37.2153902994,127.0395984753
37.2153902994,127.0395984753
37.2007708404,127.0353150763
37.2004431131,127.0344944830
37.2140299734,127.0374878786
37.2143309024,127.0383764184
37.2143309024,127.0383764184
37.0939396482,126.8056147159
37.1370606461,126.8223457489
37.1975085693,127.0022294487
37.2053625921,127.0226202837
37.1970891621,126.9968348254
37.2006286886,126.9898135723
37.2203586819,127.0107809119
37.2203586819,127.0107809119
37.2118013602,126.9563335252
37.2089110631,126.9570304465
37.2236974926,126.9461033951
37.2236974926,126.9461033951
37.2235961273,126.9456307155
37.2235961273,126.9456307155
37.2234851656,126.9450341165
37.2214491857,126.9452857376
37.2214491857,126.9452857376
37.2176096865,127.0377816149
37.2239647511,126.7103493897
37.0572384357,126.7956468938
37.1831191771,126.7673065182
37.1710844482,126.7759270697
37.1682986501,126.7714369444
37.1682986501,126.7714369444
37.2022050236,126.9791990556
37.2284879776,126.9431261945
37.2284879776,126.9431261945
37.2275255566,126.9454892266
37.2275255566,126.9454892266
37.2265862353,126.9450902990
37.2265862353,126.9450902990
37.2250716783,126.9469725726
37.2250716783,126.9469725726
37.0378920080,126.7483071951
37.0737474604,126.7323952468
37.0737474604,126.7323952468
37.1893269776,126.7257625204
37.1899104518,126.7267705734
37.1908770495,126.7755916459
37.2427081474,126.7163210960
37.2293281735,126.7577625913
37.2293281735,126.7577625913
37.2287047296,126.7560890888
37.1719428937,126.7733281246
37.1719428937,126.7733281246
37.1665408431,126.7758352596
37.1665408431,126.7758352596
37.1665408431,126.7758352596
37.1663324323,126.7756570352
37.1663324323,126.7756570352
37.1710844482,126.7759270697
37.1995686585,126.9761859772
37.2446373100,126.9461869554
37.2439111046,126.9470266158
37.1634760474,126.7081859344
37.1637453074,126.6999612237
37.0652218525,126.7771482832
37.0715117824,126.7963136078
37.0715117824,126.7963136078
37.0709314755,126.7866896559
37.0695743867,126.7903695385
37.0669105733,126.7926103311
37.2355802600,126.6872076475
37.2317995505,126.6919039781
37.1862738327,126.6792754537
37.1975577133,126.6908493746
37.1906299375,126.6993847218
37.1869107750,126.6893068380
37.1902727957,126.6814179328
37.0921770356,126.8362484642
37.2748217597,126.8304409724
37.2748217597,126.8304409724
37.2106042082,126.9586750045
37.1207006957,126.9101355444
37.1087311180,126.9085626694
37.1090308574,126.9144691637
37.2287475540,127.0462132855
37.1689557896,126.7040400560
37.1683406150,126.7037086014
37.1651604146,126.7053075373
37.1635220309,126.7056287882
37.2514635627,126.7236161576
37.1260075025,126.8172996914
37.1270584447,126.8150950357
37.1154336185,126.8079060070
37.2330969973,127.0569758536
37.2330969973,127.0569758536
37.2330969973,127.0569758536
37.2330969973,127.0569758536
37.2330969973,127.0569758536
37.2265399282,126.9506253701
37.1992963755,127.0072659266
37.2054815670,126.9802133122
37.1990379715,126.9805392042
37.2064078553,126.9797223757
37.2032783354,126.9814003895
37.2032783354,126.9814003895
37.2062199521,126.9800392076
37.2448460996,126.9465011301
37.1047313037,126.8488224483
37.1047313037,126.8488224483
37.1047313037,126.8488224483
37.1047313037,126.8488224483
37.0937540744,126.8675057127
37.1017694007,126.8577720629
37.1055404862,126.8943506843
37.2299123831,127.0684590467
37.2299123831,127.0684590467
37.2330704035,127.0595125218
37.2040577481,127.0142894013
37.1286320759,126.9791857807
37.1291221850,126.9799479604
37.1300536427,126.9785793621
37.1310849306,126.9436943919
37.1291612463,126.9486957248
37.0822691565,126.9056743006
37.0793484245,126.9002743543
37.0803035473,126.9001993269
37.0803035473,126.9001993269
37.0814924455,126.9053765917
37.2513750745,126.6968367616
37.0396471263,126.7979009247
37.0375291082,126.7979541597
37.1253669382,126.9131500697
37.1239178386,126.9135890275
37.1239178386,126.9135890275
37.1259624574,126.9150930044
37.2277011746,126.9502900422
37.2277011746,126.9502900422
37.2081342883,126.9996578005
37.2259475494,126.9730051529
37.2134657710,126.9576064111
37.2134657710,126.9576064111
37.2134657710,126.9576064111
37.2017251431,127.0373150577
37.2017251431,127.0373150577
37.2055391604,127.0399062489
37.2046257397,127.0121220870
37.2040577481,127.0142894013
37.0892624286,126.9719839658
37.0958378736,126.9688662769
37.0969969838,126.9680367057
37.0891654700,126.9684402593
37.2804087319,126.8238150518
37.2804087319,126.8238150518
37.2465052907,126.6537947670
37.2512344619,126.6894299985
37.2532644264,126.6923400581
37.2466306948,126.6871340735
37.2024502363,126.7325361703
37.1986787756,126.7502652641
37.2793192949,126.8193127335
37.2071334044,127.0349717898
37.2071334044,127.0349717898
37.2252385493,127.0455467059
37.2252385493,127.0455467059
37.0457166329,126.8060654746
37.1948242633,126.7903369603
37.1925286359,126.7893218627
37.1933374485,126.7638275910
37.1745793503,126.7696419007
37.1747950762,126.7739428890
37.1695001185,126.7059041265
37.2807946768,126.8172464173
37.2807946768,126.8172464173
37.2807946768,126.8172464173
37.2807946768,126.8172464173
37.2812633265,126.8187988858
37.2207686753,126.6975108239
37.2431193379,126.7117280395
37.2007522107,126.7418047197
37.1264288952,126.9146278582
37.1264288952,126.9146278582
37.1253669382,126.9131500697
37.2064728735,127.0366324478
37.2496856953,126.9108229165
37.2773796838,126.8848889224
37.2214667898,126.9471228811
37.0939248802,126.8932953726
37.1279575112,126.9713775311
37.1261341391,126.9769063728
37.1089569655,126.8322641471
37.0566870857,126.7923678381
37.0566870857,126.7923678381
37.0503162634,126.7972853315
37.0551694324,126.7888054267
37.0551694324,126.7888054267
37.1961495976,126.7740201239
37.1961495976,126.7740201239
37.0985653571,126.9018109161
37.0985653571,126.9018109161
37.0979187862,126.9005106218
37.0979187862,126.9005106218
37.0991158619,126.8983742912
37.0991158619,126.8983742912
37.1279209610,126.9174195350
37.1279209610,126.9174195350
37.1279209610,126.9174195350
37.1279209610,126.9174195350
37.1265657688,126.9131408137
37.1265657688,126.9131408137
37.2064728735,127.0366324478
37.2157812998,127.0177983653
37.2496856953,126.9108229165
37.2043848930,126.7719917169
37.1378671010,126.6921160509
37.1525551227,126.7279168912
37.1525551227,126.7279168912
37.1564305603,126.7264472324
37.1535716278,126.7415553625
37.2118299249,126.6730481536
37.1096644034,126.8001926069
37.1098541632,126.8018003201
37.1098541632,126.8018003201
37.2472437787,126.9464948689
37.2166091748,126.9649888848
37.2166091748,126.9649888848
37.2208963852,126.9642259556
37.2080132349,127.0433284731
37.2084319112,127.0373980799
37.2056143137,127.0135919996
37.2056143137,127.0135919996
37.2082977733,126.9999497327
37.2056889003,126.9822741685
37.2262268091,126.9831934001
37.2277533713,126.9839269716
37.2278080920,126.9840731421
37.2281515825,126.9760785129
37.2134986251,126.7377100386
37.2146167692,126.7335850699
37.2146167692,126.7335850699
37.2260171085,126.9240603922
37.2260171085,126.9240603922
37.2337466815,126.9231560915
37.2372159578,126.9303788034
37.2061195640,126.9797581628
37.2476426438,126.9469767984
37.1265260334,126.9123981257
37.2484106409,126.9283776913
37.2495321103,126.9272867446
37.2495321103,126.9272867446
37.2509784822,126.9281440486
37.2050782218,126.9807344611
37.2061195640,126.9797581628
37.2081292828,127.0180161038
37.2161379716,127.0371594258
37.2579278487,126.8918922770
37.2552217171,126.8985672302
37.1457629711,126.7080891293
37.1473298733,126.7051675964
37.2058889702,127.0190445910
37.2188460762,127.0178014000
37.2183455407,127.0166323833
37.2179653397,127.0184494601
37.2233431169,127.0153605799
37.2223254506,127.0111965363
37.2058201360,126.9572216307
37.0758763965,126.8893667074
37.1814050751,126.9425369786
37.2253868411,127.0349837291
37.0695975901,126.8972126517
37.0698179128,126.8909339116
37.0757831874,126.8887712062
37.2191531113,127.0476458662
37.0825962901,126.9044003847
37.0817113537,126.9040922838
37.0800050753,126.8982215717
37.0789023065,126.8976227638
37.2047018805,127.0065659074
37.2047018805,127.0065659074
37.2115457184,126.9615421644
37.2086584246,127.0021111414
37.2086584246,127.0021111414
37.2055391604,127.0399062489
37.2051765491,127.0393787963
37.2021381371,127.0415270601
37.2021381371,127.0415270601
37.1293027216,126.9179493229
37.2194115869,126.9490540034
37.1293027216,126.9179493229
37.1293027216,126.9179493229
37.1293027216,126.9179493229
37.2106112260,126.9803697174
37.2113370169,126.9814354017
37.2188623673,126.9511319032
37.2188623673,126.9511319032
37.2174823975,126.9490116788
37.1307488777,126.9132548677
37.1307488777,126.9132548677
37.1295577826,126.9148289181
37.1295577826,126.9148289181
37.2281534707,126.9664065936
37.2281534707,126.9664065936
37.2281534707,126.9664065936
37.2220933413,126.9738548053
37.2220933413,126.9738548053
37.2342290438,127.0394613944
37.2071891682,126.9831767495
37.2071891682,126.9831767495
37.2668012777,126.8770124793
37.2685021948,126.8799308971
37.2662824708,126.8812122626
37.1108227546,126.8996660773
37.1112930656,126.8999775112
37.2096297868,127.0059027080
37.2096297868,127.0059027080
37.1742815081,126.9381961288
37.1742815081,126.9381961288
37.0993048260,126.9036619232
37.1979067757,126.9857190244
37.1979067757,126.9857190244
37.1979067757,126.9857190244
37.2127217448,126.9604856676
37.2169487198,126.9583817128
37.2160962294,126.9592218478
37.2160962294,126.9592218478
37.2290720190,127.0368887463
37.2290720190,127.0368887463
37.1965547049,127.1193773977
37.1965547049,127.1193773977
37.1965547049,127.1193773977
37.1965547049,127.1193773977
37.1965547049,127.1193773977
37.1965547049,127.1193773977
37.1961272020,127.1209908561
37.1961272020,127.1209908561
37.1961272020,127.1209908561
37.2146865378,126.8094122665
37.2146865378,126.8094122665
37.2017752388,127.1114743255
37.2007204721,127.1141954636
37.2000429594,127.1137481719
37.2000429594,127.1137481719
37.2104687963,126.8033875054
37.2216968867,126.8389925965
37.2233303710,126.8233781390
37.2219276541,126.8208320148
37.2122076750,126.8250440294
37.2122076750,126.8250440294
37.2122076750,126.8250440294
37.2144665818,126.8275823096
37.2079798507,126.8234137957
37.2079798507,126.8234137957
37.2079513177,126.8215771173
37.2105105995,126.8105322372
37.2105105995,126.8105322372
37.2170732486,126.8326536158
37.2170732486,126.8326536158
37.2099712083,126.8264501399
37.2099712083,126.8264501399
37.2099712083,126.8264501399
37.2099712083,126.8264501399
37.2099712083,126.8264501399
37.2099712083,126.8264501399
37.0640866845,126.8013201577
37.2079722641,126.8268285321
37.2079722641,126.8268285321
37.2065603621,126.8195160143
37.2065603621,126.8195160143
37.2065603621,126.8195160143
37.2099712083,126.8264501399
37.2099712083,126.8264501399
37.2099712083,126.8264501399
37.2099712083,126.8264501399
37.2099712083,126.8264501399
37.1914094072,127.0901760818
37.1914094072,127.0901760818
37.2011868775,127.1079953235
37.2011868775,127.1079953235
37.2017752388,127.1114743255
37.2017752388,127.1114743255
37.2017752388,127.1114743255
37.2017752388,127.1114743255
37.1844573041,126.8131237417
37.1592822120,127.0977940469
37.1592822120,127.0977940469
37.1853063875,127.0979264762
37.1989372710,127.1091788628
37.1998398680,127.1122843061
37.1998398680,127.1122843061
37.1998398680,127.1122843061
37.1998398680,127.1122843061
37.2060505665,126.8249410988
37.2060505665,126.8249410988
37.1605581672,127.1183753761
37.1605581672,127.1183753761
37.1633209381,127.1005771444
37.1633209381,127.1005771444
37.1597146869,127.1112391860
37.1597146869,127.1112391860
37.1597146869,127.1112391860
37.1597146869,127.1112391860
37.1597146869,127.1112391860
37.1597146869,127.1112391860
37.1597146869,127.1112391860
37.1599790654,127.1149094224
37.1599790654,127.1149094224
37.1960457634,126.8330190363
37.1986002944,127.1081326500
37.1639119498,126.8080498982
37.1680919614,126.8169438227
37.2041040291,127.1236217495
37.1600402061,127.1198871627
37.2089644991,126.8190661783
37.2089644991,126.8190661783
37.2087623035,126.8168253356
37.1600565541,127.1002001308
37.1600565541,127.1002001308
37.1599146462,127.1008878926
37.1599146462,127.1008878926
37.1590682053,127.1011513778
37.1590682053,127.1011513778
37.1601387296,127.0978458219
37.1601387296,127.0978458219
37.2029062150,127.1239544962
37.2029062150,127.1239544962
37.2028938697,127.1229065475
37.2028938697,127.1229065475
37.2038564273,127.1251330341
37.2038564273,127.1251330341
37.2029552486,127.1252051046
37.2029552486,127.1252051046
37.2029483007,127.1258587371
37.2029483007,127.1258587371
37.2053405445,126.8205749967
37.1963195959,126.8320250604
37.1825391721,126.8518502547
37.1876336567,126.8537896260
37.1876336567,126.8537896260
37.1838545244,126.8550272831
37.1838545244,126.8550272831
37.1621008605,127.1050098674
37.1621008605,127.1050098674
37.1856982761,126.7559140270
37.1856982761,126.7559140270
37.2077570835,126.7839838478
37.2055397168,126.7839935281
37.2085680839,126.7750506680
37.2059929364,126.7784673331
37.2059929364,126.7784673331
37.2063106181,126.7773486523
37.2017084042,127.1022004934
37.2017084042,127.1022004934
37.2007992383,127.1052703253
37.2007992383,127.1052703253
37.2007992383,127.1052703253
37.1986002944,127.1081326500
37.2048687399,126.8200383109
37.2048687399,126.8200383109
37.2039760493,126.8215563571
37.2039760493,126.8215563571
37.2031715251,126.8211578811
37.2031715251,126.8211578811
37.2031715251,126.8211578811
37.2071849013,127.0983288314
37.2061335460,127.0966439940
37.2125250396,127.0915383169
37.2125250396,127.0915383169
37.2125250396,127.0915383169
37.2102326180,127.1039702208
37.1969888231,127.1006477332
37.1969888231,127.1006477332
37.1984850692,126.8260338737
37.1984850692,126.8260338737
37.2136892346,126.8115176465
37.2136892346,126.8115176465
37.1938282937,126.8346159845
37.1980339156,126.8517966790
37.1973570765,126.8195084888
37.1973570765,126.8195084888
37.2078117830,127.1105981562
37.2078117830,127.1105981562
37.2067778484,127.1114148725
37.2067778484,127.1114148725
37.2063281507,127.1117214528
37.2063281507,127.1117214528
37.2089170243,127.1122829493
37.1993238071,127.0901896416
37.1993238071,127.0901896416
37.2043397151,127.1240375373
37.2041956354,127.1240833284
37.2041956354,127.1240833284
37.2103686038,126.8250040616
37.2103686038,126.8250040616
37.2103686038,126.8250040616
37.2072242268,127.0966381892
37.2072242268,127.0966381892
37.2045560414,126.8332146079
37.2045560414,126.8332146079
37.2076337627,127.1112865180
37.2076337627,127.1112865180
37.2080230606,127.1118029266
37.2080230606,127.1118029266
37.2074670021,127.1126622646
37.2066830500,127.1127451576
37.2066830500,127.1127451576
37.2068828288,127.1131949174
37.2076137647,127.1134391184
37.2076137647,127.1134391184
37.2076137647,127.1134391184
37.2064132589,127.1129381167
37.2068159749,126.8200771870
37.2068159749,126.8200771870
37.2068159749,126.8200771870
37.2053455826,126.8214539444
37.2053455826,126.8214539444
37.2057553828,126.8221827735
37.2014044544,127.1166372903
37.2014044544,127.1166372903
37.2014044544,127.1166372903
37.2029471468,127.1170351695
37.2009951629,127.1182958503
37.2009951629,127.1182958503
37.2009951629,127.1182958503
37.2133066062,126.8108223637
37.2099259819,126.8424649698
37.0798270092,126.8313159051
37.2728575511,126.8289920720
37.1661035864,127.1051467260
37.1661035864,127.1051467260
37.1661035864,127.1051467260
37.1661035864,127.1051467260
37.2004884201,127.1149065641
37.2004884201,127.1149065641
37.2004884201,127.1149065641
37.1990313413,127.1131222988
37.1974297516,127.1167926074
37.1974297516,127.1167926074
37.1956205006,127.1175905009
37.1947130360,127.1185077621
37.2736967740,126.8323458631
37.2740120490,126.8355125837
37.1947130360,127.1185077621
37.1947130360,127.1185077621
37.2408200904,126.8036381665
37.2370797291,126.8037063964
37.1761703155,126.8063948370
37.1743219391,126.8032351398
37.2082545071,126.8194331843
37.2082545071,126.8194331843
37.1581137376,127.1068550991
37.2016662728,126.8211713621
37.1994037577,126.8211690867
37.1994037577,126.8211690867
37.1995500499,126.8231059206
37.1995500499,126.8231059206
37.1966920631,126.8230074926
37.1966920631,126.8230074926
37.1989953114,126.8254095864
37.1989953114,126.8254095864
37.1951755614,126.8305590797
37.1951755614,126.8305590797
37.1608154380,127.1088120750
37.1633694372,127.1097224833
37.1633694372,127.1097224833
37.1633694372,127.1097224833
37.2609821007,126.7987160689
37.2620925086,126.8020552136
37.2489800134,126.7964143349
37.2250471137,126.8400792933
37.2187123690,126.8324024823
37.2185696908,126.8294845213
37.2077928124,126.8143998635
37.2051533246,126.8100175210
37.2004614746,126.8046063224
37.2058977906,127.1069567159
37.2058977906,127.1069567159
37.2056974972,127.1036558396
37.2056974972,127.1036558396
37.2056974972,127.1036558396
37.2056974972,127.1036558396
37.2056974972,127.1036558396
37.2085409086,127.1102901262
37.2085409086,127.1102901262
37.2063413027,127.1075066180
37.2017722790,127.0997548396
37.2017722790,127.0997548396
37.2017722790,127.0997548396
37.2021491249,126.8204909179
37.2021491249,126.8204909179
37.2022898820,126.8214587630
37.2068079012,127.1095890592
37.1600402061,127.1198871627
37.1578183295,127.1074760512
37.1578183295,127.1074760512
37.1571707770,127.1079186220
37.1571707770,127.1079186220
37.1575335325,127.1085812174
37.1575335325,127.1085812174
37.1566963106,127.1089121333
37.1566963106,127.1089121333
37.1559879169,127.1100419775
37.2022815437,127.1288144628
37.2028961494,127.1293410926
37.1586918895,127.1045207981
37.1586918895,127.1045207981
37.1583768976,127.1073830648
37.1583768976,127.1073830648
37.1581137376,127.1068550991
37.2427711470,126.7497046874
37.1974689314,127.1094681352
37.1974689314,127.1094681352
37.2122076750,126.8250440294
37.1848911454,127.0924758180
37.1848911454,127.0924758180
37.2082824824,126.8133473632
37.2063413027,127.1075066180
37.2044893946,127.1090150059
37.2044893946,127.1090150059
37.1762010666,126.7408335494
37.2029164802,127.1243488578
37.2029164802,127.1243488578
37.2031690400,127.1272549993
37.2031690400,127.1272549993
37.2017722790,127.0997548396
37.2017722790,127.0997548396
37.2017722790,127.0997548396
37.2017722790,127.0997548396
37.2087514327,126.8118329821
37.2748699417,126.8230637524
37.2749681294,126.8244728123
37.2749681294,126.8244728123
37.0815428928,126.8286906507
37.0860406603,126.8238803694
37.1657598018,126.7086689523
37.2080122956,126.7215597251
37.2093021656,126.7244427778
37.1208194390,126.9596301697
37.1216227440,126.9618420484
37.1431099857,126.9248584966
37.1361316429,126.9044876423
37.2352360129,127.0674591642
37.1214322449,126.9195517620
37.1071911500,126.9034537877
37.1080110600,126.9015903234
37.1092804108,126.9012651979
37.1092804108,126.9012651979
37.1082535229,126.9014083391
37.1082535229,126.9014083391
37.1083197994,126.9020380860
37.1083197994,126.9020380860
37.1065636833,126.9005775479
37.1065636833,126.9005775479
37.1067849285,126.8997654756
37.1043572473,126.9711026642
37.0966789936,126.8008521994
